question,a,b,c,d,e,answer,split
"다음을 읽고 중심 생각을 고르십시오.  ### 참고: 스트레스는 불안, 걱정, 짜증, 분노, 우울 등과 같은 심리적 문제뿐만 아니라 두통, 어깨통, 관절염, 심장 질환 등 각종 질병도 유발한다. 하지만 스트레스가 꼭 나쁘기만 한 것은 아니다. 여러 연구에따르면 단기간의 적절한 스트레스는 오히려 기억력을 향상시키며, 면역력도 향상시켜서 바이러스와 세균을 막는다고 한다. 실제로 이혼, 자연재해, 가족이나 가까운 사람의 죽음 등을 경험한 사람들이 그렇지 않은 사람들에 비해 적응력이 더 뛰어났다는 조사 결과도 있다.",스트레스는 각종 질병을 유발한다.,스트레스가 긍정적인 영향을 끼치기도 한다.,단기간의 적절한 스트레스는 질병을 예방한다.,자연재해를 겪은 사람들이 적응력이 뛰어나다.,,b,RC
"다음을 읽고 중심 생각을 고르십시오.  ### 참고: 개와 고양이처럼 집에서 기르는 동물을 예전에는 애완동물이라 불렀지만, 이제는 '반려동물'이라 고 한다. ‘애완’이란 가까이 두고 귀여워한다는 뜻으로 다. 한편 ‘반려’란 ‘생각이나 행동을 함께하는 짝이나 친구’라는 뜻이다. 애완동물을 반려동물이라고 부르는 것은 평생을 함께하는 부부를 ‘반려 자’라고 하는 것처럼 동물도 사람이 일방적으로 기르는 대상이 아닌 함께 살아가는 대상이라는 의 미이다. 즉, 인간 중심의 동물에 대한 사고가 점차 바뀌어 동물을 단순히 인간의 장난감이 아니라 더불어 살아가는 친구로서 대우하고 있는 것이다. ",개와 고양이는 더 이상 기르는 대상이 아니다.,애완동물을 반려 동물이라고 바꿔 불러야 한다.,애완동물을 친구로 받아들이는 사람들이 많아졌다.,반려 동물이라는 말에는 동물에 대한 인식 변화가 나타나 있다.,,d,RC
"다음을 읽은 사람의 반응으로 가장 적절한 것을 고르십시오.  ### 참고: 주차 스티커 발급 안내 주차 스티커 발급 안내외부 차량 단속 및 주차 질서 유지를 위해 당 아파트 입주민 차량에 대해 아래와 같이 주차 스티 커를 발급하오니 입주민들은 기한 내에 빠짐없이 주차 스티커 발급을 신청하시기 바랍니다. 다음 달 1일부터 외부 차량 및 스티커가 없는 차량은 강력하게 단속할 것입니다. 다소 불편하시 더라도 주민 여러분의 많은 협조 부탁드립니다. -아래 –1. 스티커 배부 기간 : 20XX년 11월 1일 ~ 15일2. 스티커 배부 장소: 관리사무소 2층 사무실 3. 준비물: 차량등록증, 주민등록등본20XX.10. 21.한국아파트 관리 사무소",앞으로 주차가 더 어려워질 거 같네.,스티커가 없어도 주차할 수 있겠지?,스티커 받으러 관리 사무소에 가야겠군.,스티커 배부를 일주일밖에 안 하는 거야?,,c,RC
다음을 읽은 사람의 반응으로 가장 적절한 것을 고르십시오.  ### 참고: << 화재 대피 요령 >>화재 시에는 당황하거나 무서워하지 말고 침착하게 행동해야 한다. 건물에 화재가 발생한 경우에 는 완강기나 구조대가 설치된 장소로 이동해야 하며 이동 시에는 자세를 낮추고 물을 적신 수건으 로 입과 코를 막고 숨을 짧게 쉬어야 한다. 화재가 발생했는데 대피를 하지 못했다면 물을 적신 담 요나 수건으로 창문이나 문틈을 막아 연기가 실내로 들어오는 것을 차단해야 한다. 그리고 수건의 여분이 있을 경우에는 화상을 입을 수 있는 노출 부위에 감싸주는 것이 좋다. 이후에는 창밖으로 자신의 위치를 알려야 한다.,불이 나면 빨리 밖으로 뛰어내려야 살 수 있어.,화재 시에는 일단 소리를 질러서 내 위치를 알려야겠군.,화재가 났을 때 당황하면 안 되니까 움직이지 말고 그 자리에 있는 게 중요해.,불이 나고 빠져나가지 못했다면 빨리 수건을 찾아서 물에 적시고 연기를 막아야 해.,,d,RC
다음을 읽고 <빈칸>에 들어갈 가장 알맞은 것을 고르십시오.  ### 참고: 기숙사는 안전하고 가격이 저렴해서 살기에 좋지만 기숙사에 살면 소음문제 때문에 학생들 간의 사이가 나빠질 때도 있다. 기숙사는 옆방과의 거리가 아주 가깝기 때문에 옆방의 소리가 잘 들린다 . 특히 늦은 밤이나 새벽 시간처럼 대부분 잠자리에 들어 주변이 조용할 때는 발걸음 소리나 텔레 비전 소리가 더 크게 들리기도 한다. 이 때문에 <빈칸> 사람들은 스트레스가 매 우 크다. 그러므로 기숙사에 사는 사람들은 서로 조금씩 양보하는 태도가 필요하다.,작은 소리에도 잠을 깨는,늦게까지 텔레비전을 보는,기숙사 친구와 잘 지내고 싶은,늦은 밤이나 새벽에 움직이려는,,a,RC
"다음을 읽고 <빈칸>에 들어갈 가장 알맞은 것을 고르십시오.  ### 참고: 한국은 ‘이열치열’이라 하여 여름이 되면 따뜻한 음식을 먹는다. 그중 대표적인 음식이 삼계탕이 다. 삼계탕은 닭에 인삼, 대추, 마늘, 찹쌀 등을 넣고 푹 우려낸 국물 음식이다. 이 국물에는 더위로 약해진 몸에 힘을 주는 단백질을 비롯한 여러 영양소가 함유되어 있다. 여름이 되면 우리의 몸속 장기들은 상대적으로 차가워진다. 이때 찬 음식을 먹으면 배탈이나 설사가 나기 쉽다. 그래서 한국 사람들은 오히려 <빈칸> 뱃속을 따뜻하게 해 주어야 한다고 생각한다. 삼계탕은 찬 음식이 아닌 뜨거운 음식이 더위를 다스리는 데 오히려 더 효과적이라는 지혜가 담겨 있는 음식 인 것이다.",뜨거운 음식을 먹음으로써,약을 먹는 것보다 뜨거운 찜질로,영양소가 풍부한 음식을 먹음으로써,차가움과 뜨거움이 조화를 이룬 음식으로,,a,RC
"다음을 읽고 <빈칸>에 들어갈 가장 알맞은 것을 고르십시오.  ### 참고: 불면증으로 고생하는 현대인이 많다. 한국의 경우 대략 10명 중 2명이 수면 장애를 가지고 있으 며, 남성보다는 여성, 특히 중년 이후의 여성들이 이런 증상을 많이 호소한다고 한다. <빈칸> <빈칸>. 하지만 그렇다고 수면은 포기한 채 책이나 TV를 보는 것은 더욱더 좋지 않다. 격렬한 운동으로 몸을 지치게 하면 잠이 잘 올 것이라 생각하는 사람도 많은데 운동은 오히 려 잠을 더 쫓을 수도 있다. 따라서 잠이 오지 않을 때에는 눈을 감고 잠을 자고 있는 것처럼 편하 려 잠을 더 쫓을 수도 있다. 따라서 잠이 오지 않을 때에는 눈을 감고 잠을 자고 있는 것처럼 편하 게 누워 있는 것이 가장 좋은 방법이다. 1/3정도의 수면 효과도 볼 수 있고, 또 그 상태로 잠이 들 확률도 높다.",잠이란 억지로 청한다고 해서 쉽게 오는 것이 아니다,상담을 통해 처방을 받고 꾸준히 약을 복용해야 한다,잠이 오지 않더라도 최대한 자려고 애를 써 봐야 한다,굳이 잠을 안 자고도 똑같은 수면 효과를 보는 방법이 있다,,a,RC
"이 글을 쓴 이유를 고르십시오.  ### 참고: 다음 달 3일부터 두 달 동안 ‘한국 근·현대 회화전’이 서울시립미술관에서 개최된다. 이번 전시회 를 통해 서울시립미술관은 한국 근·현대를 대표하는 작가 32명의 그림 90여 점을 공개한다. 이번 전시에서는 이중섭의 ‘황소’, 박수근의 ‘빨래터’ 등 한국을 대표하는 유명 화가의 대표작을 만날 수 있다. 전시 시간은 평일은 9시부터 6시까지, 토요일과 일요일은 밤 9시까지이다. 11월 한 달간 초등 학생은 무료로 관람할 수 있으며, 평일 야간 개장 시간(오후 6~9시)에는 기획 전시를 무료로 관람 할 수 있다. 월요일에는 휴관한다. ",미술 전시회를 소개하려고,시립미술관의 관람료를 알리려고,한국을 대표하는 화가를 찾으려고,한국 근·현대사에 대해 설명하려고,,a,RC
"이 글의 내용과 같은 것을 고르십시오.  ### 참고: 다음 달 3일부터 두 달 동안 ‘한국 근·현대 회화전’이 서울시립미술관에서 개최된다. 이번 전시회 를 통해 서울시립미술관은 한국 근·현대를 대표하는 작가 32명의 그림 90여 점을 공개한다. 이번 전시에서는 이중섭의 ‘황소’, 박수근의 ‘빨래터’ 등 한국을 대표하는 유명 화가의 대표작을 만날 수 있다. 전시 시간은 평일은 9시부터 6시까지, 토요일과 일요일은 밤 9시까지이다. 11월 한 달간 초등 학생은 무료로 관람할 수 있으며, 평일 야간 개장 시간(오후 6~9시)에는 기획 전시를 무료로 관람 할 수 있다. 월요일에는 휴관한다. ",전시회는 다음 달 말에 서울에서 열린다.,주말 밤에는 기획 전시를 무료로 볼 수 있다.,한국을 대표하는 유명 화가의 작품이 공개된다.,전시회 기간 내내 초등학생은 무료로 입장할 수 있다.,,c,RC
"무엇에 대한 글인지 알맞은 것을 고르십시오.  ### 참고: 단풍이란 기후의 변화로 식물의 초록색 잎이 빨간색, 노란색으로 변화하는 현상이다. 봄과 여름 에 나뭇잎이 초록색을 띠는 이유는 식물의 잎에 초록색을 띠는 색소인 ‘엽록소’가 있기 때문인데 가을이 되면 잎 속에 있는 초록색 엽록소가 파괴된다. 이때 엽록소 때문에 가려져 있던 색소가 밖 가을이 되면 잎 속에 있는 초록색 엽록소가 파괴된다. 이때 엽록소 때문에 가려져 있던 색소가 밖 으로 드러나거나 잎 속에 있는 물질이 새로운 색소로 바뀌면 단풍이 든다. 낮에는 햇빛이 강하고 밤에는 기온이 낮고 건조해야 고운 단풍을 볼 수 있다. 하지만 단풍 들기 전에 기온이 영하로 떨어 지거나 지나치게 건조해서는 안 된다. 기후가 갑자기 변하거나 비가 오지 않아 수분이 모자라면 낙 엽이 지기 때문이다.",단풍이 드는 이유,낙엽이 지는 이유,단풍이 아름다운 이유,나뭇잎 색이 여러 가지인 이유,,a,RC
"단풍이 잘 들기 위한 조건이 아닌 것을 고르십시오.  ### 참고: 단풍이란 기후의 변화로 식물의 초록색 잎이 빨간색, 노란색으로 변화하는 현상이다. 봄과 여름 에 나뭇잎이 초록색을 띠는 이유는 식물의 잎에 초록색을 띠는 색소인 ‘엽록소’가 있기 때문인데 가을이 되면 잎 속에 있는 초록색 엽록소가 파괴된다. 이때 엽록소 때문에 가려져 있던 색소가 밖 가을이 되면 잎 속에 있는 초록색 엽록소가 파괴된다. 이때 엽록소 때문에 가려져 있던 색소가 밖 으로 드러나거나 잎 속에 있는 물질이 새로운 색소로 바뀌면 단풍이 든다. 낮에는 햇빛이 강하고 밤에는 기온이 낮고 건조해야 고운 단풍을 볼 수 있다. 하지만 단풍 들기 전에 기온이 영하로 떨어 지거나 지나치게 건조해서는 안 된다. 기후가 갑자기 변하거나 비가 오지 않아 수분이 모자라면 낙 엽이 지기 때문이다.",건조해야 한다.,햇빛이 강해야 한다.,밤에는 추워야 한다.,비가 많이 와야 한다.,,a,RC
"이 글의 뒤에 올 내용으로 가장 알맞은 것을 고르십시오.  ### 참고: 그러나 대부분의 가정에서는 칫솔을 욕실에 보관하는 경우가 많다. 칫솔을 욕실이 아닌 다른 곳 에 보관할 수도 없기 때문이다. 이럴 때에는 집에 있는 전자레인지를 한번 이용해보자. 칫솔을 말 린 후 1분간 전자레인지에 돌리면 평균 98%의 세균이 죽는다고 한다. 칫솔 살균기 없이도 가정에 서 쉽게 살균 효과를 볼 수 있는 것이다. 단, 자주 하면 칫솔의 성질이 변할 수도 있으므로 주 1~2 회 정도 사용하는 것이 좋다. 그리고 아무리 살균을 잘 하더라도 3개월에 한 번씩은 칫솔을 바꿔야 한다. 칫솔을 보관할 때에는 칫솔끼리 닿지 않게 따로따로 보관해야 하며, 칫솔의 머리가 위로 오 게 보관하는 것이 좋다.",칫솔의 관리 요령,잘못된 양치질 습관,올바른 칫솔 보관 장소,칫솔과 치아 건강의 관계,,c,RC
"다음 중 칫솔 관리 요령이 아닌 것을 고르십시오.  ### 참고: 그러나 대부분의 가정에서는 칫솔을 욕실에 보관하는 경우가 많다. 칫솔을 욕실이 아닌 다른 곳 에 보관할 수도 없기 때문이다. 이럴 때에는 집에 있는 전자레인지를 한번 이용해보자. 칫솔을 말 린 후 1분간 전자레인지에 돌리면 평균 98%의 세균이 죽는다고 한다. 칫솔 살균기 없이도 가정에 서 쉽게 살균 효과를 볼 수 있는 것이다. 단, 자주 하면 칫솔의 성질이 변할 수도 있으므로 주 1~2 회 정도 사용하는 것이 좋다. 그리고 아무리 살균을 잘 하더라도 3개월에 한 번씩은 칫솔을 바꿔야 한다. 칫솔을 보관할 때에는 칫솔끼리 닿지 않게 따로따로 보관해야 하며, 칫솔의 머리가 위로 오 게 보관하는 것이 좋다.",3개월마다 바꿔야 한다.,손잡이가 아래로 오게 둔다.,여러 개의 칫솔을 한 컵에 꽂아 두지 않는다.,칫솔 사용 후 바로 전자레인지에 넣고 1분간 돌린다.,,d,RC
"이 글을 읽고 ㉠에 어울리는 속담을 고르십시오.  ### 참고: 해마다 설날과 추석이 다가올 무렵이면 기차표 구하기가 ㉠ 이다. 예매 시작 2, 3분이면 거의 모든 표가 매진되기 때문에 고향에 다녀오기 위한 기차표 예매 전쟁을 치른다. (   가 ) 좀 더 빠르고 편하게 고향에 가기를 원하는 사람들은 대부분 기차를 이용한다. (   나 ) 승용차나 버스는 시간이 얼마나 걸릴지 예측할 수없기에 거의 밀릴 일 없는 기차는 최고의 선호 대상인 것이다. (   다 ) 코레일은 명절 기간을 맞아 원활한 예약을 위해 사전에 정해진 시간에만 기차표를 판매하고 있다. (   라 ) 인터넷 예약 표는 전체 좌석의 70%가 배정되었으며, 평상시와 달리 명절 승차권 예약 전용 홈페이지에서만 구입이 가능하다. 기존의 ARS, 스마트폰, 자동 발매기 등을 통해서는 예매할 수 없다. 현장 예매를 원하는 사람은 자신이 타려는 기차표의 구입 가능한 날짜를 확인하여 가까운 역으로 방문하면 된다.",누워서 떡 먹기,하늘의 별 따기,가는 날이 장날,꿩 먹고 알 먹기,,b,RC
